Trial,bfs,bfs (cost),dfs,dfs (cost),dijkstras,dijkstras (cost),aStar,aStar (cost),bidirectional,bidirectional (cost),greedy,greedy (cost)
256,0.0008532000356353819,216.10902909931247,0.000858799961861223,10196.572759208488,0.02714449999621138,179.27863852172052,0.013589799986220896,179.27863852172052,0.003648199955932796,209.55809872794308,0.00039549998473376036,186.35910138965716
257,0.000394199974834919,138.25742151233888,0.0004958999925293028,8714.00044254296,0.016172599978744984,124.45720450957477,0.0029530999599955976,124.45720450957477,0.0011106000165455043,147.70529529848613,0.0004970000009052455,136.42912138268426
258,0.00030419998802244663,116.25888198076814,0.000556000042706728,9504.831914035938,0.012866700009908527,113.09411877839992,0.0025955999735742807,113.09411877839992,0.0007175999926403165,118.71967444274269,0.0005252000410109758,118.23931256285873
259,0.0007189000025391579,322.74293550272205,6.659998325631022e-05,2328.3223295960947,0.03235049999784678,317.014145996971,0.026537399971857667,317.014145996971,0.011819100007414818,338.04423084129985,0.0010621999972499907,344.2168244571167
260,0.0004083000239916146,322.3014176915669,8.060003165155649e-05,2762.174906861412,0.01640439999755472,290.69924091721634,0.03914519998943433,290.69924091721634,0.00393380003515631,307.59805731490457,0.035212500020861626,-1
261,0.0008182000019587576,347.1598337941346,0.0002770000137388706,5892.111135593836,0.031925000017508864,339.66896374093415,0.05480000004172325,339.66896374093415,0.01921370002673939,363.8902929836201,0.056085400050505996,-1
262,0.000812700018286705,338.71475968764105,0.0002481999690644443,5949.92899364671,0.033507100015413016,315.7977773864193,0.06929189997026697,315.7977773864193,0.011105099983979017,343.93813808058064,0.0008070999756455421,353.8412308173084
263,0.0003910000086762011,170.74216034045122,0.0003299000090919435,8610.526820387327,0.018898600013926625,165.66682701207037,0.0090407999814488,165.66682701207037,0.0021717000054195523,185.16310762963923,0.00039659999310970306,180.74029122155355
264,0.0010099000064656138,266.1577839498663,0.0005454000202007592,11451.811132011992,0.026614800037350506,257.5755468329044,0.016859700030181557,257.5755468329044,0.006441799981985241,281.98465311223913,0.000694700051099062,265.0475276898975
265,0.00040849996730685234,164.57837129213488,0.000882500025909394,11395.047292110072,0.012396399979479611,146.20311530566016,0.004209099977742881,146.20311530566016,0.0009119000169448555,164.57837129213488,0.0004797999863512814,160.7682360740384
266,0.0007448999676853418,255.18337884498692,0.0003244000254198909,8409.422040431213,0.03183990000979975,233.35865846106293,0.02342990000033751,233.35865846106293,0.0066356000024825335,256.6096074507418,0.0005978000117465854,240.20219293432362
267,0.0001905999961309135,139.9456815748821,9.360001422464848e-05,2985.6338474322206,0.008974600001238286,131.5760962456913,0.007784200017340481,131.5760962456913,0.0007041000062599778,134.6536444927555,0.019286800001282245,-1
268,3.900029696524143e-06,8.602325267042627,0.00015899998834356666,5469.655150127837,0.00010039994958788157,8.602325267042627,0.00027329998556524515,8.602325267042627,9.600014891475439e-06,8.602325267042627,7.149996235966682e-05,8.602325267042627
269,0.00023689999943599105,131.6691962458832,0.000681100005749613,10262.24950885517,0.00899200001731515,121.54207786688191,0.0020714999991469085,121.54207786688191,0.0007651000050827861,133.81992647329773,0.000256399973295629,131.6691962458832
270,0.00042669998947530985,151.0445450710247,0.00017369998386129737,5250.583682025306,0.012503900041338056,135.7978959482839,0.005100300011690706,135.7978959482839,0.0005956999957561493,140.05703201305562,0.0003557000309228897,146.78786969296206
271,0.0005172999808564782,240.34992009163287,0.0003662999952211976,8346.399809435085,0.022803800005931407,228.7374638380452,0.023696499993093312,228.7374638380452,0.005778899998404086,232.8925076286308,0.0005535000236704946,233.05291299589865
272,0.0005914000212214887,181.79321744517986,0.00044319999869912863,11079.593753139554,0.02160620002541691,174.49747157933336,0.009702499955892563,174.49747157933336,0.001462700020056218,181.79321744517983,0.0003581999917514622,177.3832082717781
273,2.5399960577487946e-05,65.11170228252067,0.00013489997945725918,4260.53215432239,0.0018801999976858497,65.11170228252067,0.0005564000457525253,65.11170228252067,6.960000609979033e-05,65.11170228252067,0.00012630003038793802,65.11170228252067
274,0.0002544000162743032,170.19728460760254,0.0001626000157557428,5064.148002459424,0.013311000016983598,152.84738373764898,0.006153299997095019,152.84738373764898,0.0013426999794319272,171.84549322140975,0.00039190001552924514,160.6566011587998
275,0.00026050000451505184,177.36837834843544,0.00023149995831772685,6802.16094662648,0.010555899993050843,153.91144499741864,0.012840700044762343,153.91144499741864,0.0015646999818272889,176.62971405604725,0.0003580999909900129,177.4006063131833
276,0.0003133999998681247,264.84494179760657,0.00034139998024329543,6435.723751829794,0.01721650001127273,241.85688685070104,0.018522400001529604,241.85688685070104,0.002536199986934662,260.3448317848882,0.0007648000027984381,266.7369627228172
277,0.0002595999976620078,127.41008387967891,0.0009071000386029482,9566.900458567365,0.012519199983216822,118.24530726682434,0.003646700002718717,118.24530726682434,0.0007459999760612845,125.0588841422116,0.000540899985935539,126.4537394957488
278,0.0011781000066548586,354.72785657079714,0.00034339999547228217,5025.86283629641,0.030786600022111088,329.4333459797743,0.07687319995602593,329.4333459797743,0.012450299982447177,357.31427989520375,0.0009361999691464007,353.6515435416084
279,0.00062369997613132,171.350519357929,0.000506300013512373,10146.02064478762,0.022094399959314615,166.39870107699159,0.008362699998542666,166.39870107699159,0.002854500024113804,169.63478066551218,0.0003920999588444829,175.3660152720331
280,0.0013981999945826828,391.48880234862645,0.0008097999962046742,11323.112511316782,0.058161200024187565,370.430408061956,0.0934319999651052,370.430408061956,0.022839399985969067,381.3175584745934,0.0012425000313669443,390.42695235987816
281,0.00022149999858811498,126.50798498719094,0.00027469999622553587,6753.849810071133,0.007660400005988777,123.15104747765172,0.004834700026549399,123.15104747765172,0.0009652000153437257,123.15656194634613,0.0003440000000409782,123.40232886213767
282,0.000501000031363219,176.0690514983649,0.00042910000775009394,10241.821270432029,0.024103800009470433,174.60420902195804,0.01770950003992766,174.60420902195804,0.0026344999787397683,176.06905149836487,0.00045140000293031335,191.706540457821
283,0.0011235999991185963,265.4154573447001,0.0005824000108987093,11449.362657071619,0.0267269000178203,236.27032777514728,0.01604689995292574,236.27032777514728,0.008398199977818877,240.84330471418386,0.047823899949435145,-1
284,0.0005924999713897705,246.48159066586612,0.0008755999733693898,10505.144309790203,0.03528340003686026,229.99514561618324,0.03325199999380857,229.99514561618324,0.008654800010845065,239.4852905086729,0.0008722000056877732,243.55158684011346
285,9.929999941959977e-05,61.3055223539686,0.0004610000178217888,7743.779128939812,0.003894899971783161,54.205658935344246,0.0015934999682940543,54.205658935344246,7.850001566112041e-05,57.09666432081198,0.00027660001069307327,57.09666432081198
286,0.0001094000181183219,91.79363393960509,0.0010585999698378146,6852.384064032312,0.007544599997345358,89.46548096264198,0.0031872999970801175,89.46548096264198,0.00018309999722987413,90.12526130153499,0.0002442999975755811,90.12526130153499
287,0.0002612999523989856,198.22867596218205,0.0005191999953240156,11324.363952013919,0.013697599992156029,190.577106530665,0.015754399995785207,190.577106530665,0.0018894000095315278,205.300549162935,0.031976800004485995,-1
288,0.0013728999765589833,398.6616596154265,0.000304899993352592,6771.305768929062,0.0526339000207372,375.39235365259196,0.07907799998065457,375.39235365259196,0.024229700036812574,386.56885419714143,0.0013114999746903777,415.7279171593945
289,0.00032460002694278955,205.65656234079688,0.0003993999562226236,8399.313219241461,0.014883099996950477,175.89407493166485,0.00829099997645244,175.89407493166485,0.0028907000087201595,191.51769557710608,0.0008233999833464622,183.15862410612596
290,0.0007314999820664525,259.5799819607616,0.0004678999539464712,5462.626101645706,0.035351699974853545,255.24907242817045,0.0363571000052616,255.24907242817045,0.009235999954398721,275.97913615351194,0.0005294000147841871,268.92677846140504
291,0.0002072000061161816,125.64745041272347,0.00018360000103712082,5052.437778914892,0.01059499999973923,112.0582947507628,0.004123700025957078,112.0582947507628,0.000654200033750385,112.13945497386963,0.0002646999782882631,115.20387759102658
292,0.0004694000235758722,137.01367223104708,1.6300007700920105e-05,459.3237511384896,0.011284599953796715,120.58330843874504,0.008293399994727224,120.58330843874504,0.0015431999927386642,144.03964566845312,0.00035669998032972217,133.2972025719384
293,0.0013065999955870211,325.96187757412986,0.0007591000176034868,7653.728339040051,0.05190690001472831,316.0417358051585,0.059170000022277236,316.0417358051585,0.021194800036028028,323.28206646226704,0.0009181000059470534,322.7909982810894
