Algorithm,Time (ms),Cost
bidirectional,14.755199998035096,428.70617094799985
greedy,0.9552999981679022,433.09327915493265
bfs,1.0844999997061677,380.38190157691986
dfs,0.3628999984357506,9075.642674502818
dijkstras,47.713399999338435,341.81825905500625
aStar,47.255900000891415,341.81825905500625
bidirectional,14.232999998057494,374.5010418211551
greedy,0.7722999980614986,386.00900706640414
bfs,0.15139999959501438,107.38950500982469
dfs,0.1824000028136652,6661.808780130769
dijkstras,10.261700001137797,107.38950500982469
aStar,4.572099998767953,107.38950500982469
bidirectional,0.5055000001448207,107.4537773523526
greedy,0.3682999995362479,124.93271770899847
bfs,0.7562999999208841,287.3489850775479
dfs,0.14070000179344788,3206.026325487663
dijkstras,32.477999997354345,251.0747126490548
aStar,30.101899999863235,251.0747126490548
bidirectional,17.494200001237914,270.8799279578372
greedy,1.227400000061607,273.4378260329834
bfs,1.697800002148142,410.5726149959163
dfs,1.9589000003179535,11166.675718275377
dijkstras,50.7419999994454,374.36065283354606
aStar,102.1059000013338,374.36065283354606
bidirectional,16.27609999923152,393.1424022580708
greedy,1.2678000020969193,401.28343913777985
bfs,1.2682000015047379,332.54109835490556
dfs,0.4994000009901356,6754.873908493721
dijkstras,44.86639999959152,314.2927916114643
aStar,53.13139999998384,314.2927916114643
bidirectional,15.250500000547618,323.23087617209467
greedy,1.3987999991513789,334.5199610814146
bfs,0.16289999985019676,78.6594292732123
dfs,0.7775999984005466,11786.138242012794
dijkstras,3.3607000004849397,71.5961730663349
aStar,1.7432000022381544,71.5961730663349
bidirectional,0.08710000111022964,71.61881835029403
greedy,0.18900000213761814,71.5961730663349
bfs,0.4980000012437813,121.53466123967095
dfs,0.6475000009231735,9356.887886797902
dijkstras,11.124099997687154,114.3266235607744
aStar,6.9834999994782265,114.3266235607744
bidirectional,0.5703999995603226,131.2275804479159
greedy,0.4031999997096136,117.13963026198986
bfs,0.6471999986388255,321.30968936304026
dfs,0.03269999797339551,1292.4633677036031
dijkstras,33.991899999819,302.87709649801354
aStar,29.842899999493966,302.87709649801354
bidirectional,11.489799999253592,344.38069193163585
greedy,0.8882999973138794,329.1093857945267
bfs,0.2974999988509808,194.42650554266802
dfs,0.3628999984357506,8861.529778385262
dijkstras,14.675000002171146,178.0089270957342
aStar,29.32650000002468,178.0089270957342
bidirectional,2.378000001044711,191.506228468081
greedy,0.44600000182981603,186.8112944024764
bfs,0.45310000132303685,270.20101770318587
dfs,0.31859999944572337,9858.57640702572
dijkstras,26.279400000930764,248.45015241528088
aStar,108.24330000104965,248.45015241528088
bidirectional,13.613399998575915,263.43303494175734
greedy,1.8885999998019543,267.82093674081716
bfs,2.6010999972641002,415.6730974894899
dfs,1.47570000262931,9554.20547354531
dijkstras,57.108000000880565,395.8536682126412
aStar,132.54760000199894,395.8536682126412
bidirectional,20.355600001494167,411.3254356659114
greedy,2.6317000010749325,418.9404696063917
bfs,0.28870000096503645,119.95700037969083
dfs,1.154499997937819,6505.678156726966
dijkstras,13.52460000271094,107.6856543783392
aStar,6.973800002015196,107.6856543783392
bidirectional,0.7590999994135927,127.27383869847272
greedy,0.5639999981212895,114.06304795859135
bfs,0.33370000164723024,182.5887321841248
dfs,0.8168999993358739,10045.167992225097
dijkstras,16.007999998691957,178.04356175393494
aStar,23.213899999973364,178.04356175393494
bidirectional,3.155899998091627,180.92945156103104
greedy,0.5943000032857526,184.04120705590424
bfs,1.1420000009820797,224.68051446478933
dfs,0.0940000027185306,2046.4075325085955
dijkstras,60.95439999990049,216.1799878918342
aStar,40.007600000535604,216.1799878918342
bidirectional,8.341100001416635,222.66097077070964
greedy,0.9033999995153863,229.2008166426092
bfs,1.4759999976377003,312.47426315950287
dfs,1.1931000008189585,11139.626264147128
dijkstras,45.9967000024335,272.6848275688106
aStar,65.04029999996419,272.6848275688106
bidirectional,17.970900000364054,303.65172653766865
greedy,1.1711000006471295,302.0673852556796
bfs,0.06349999966914766,51.37402978008638
dfs,2.1310999982233625,9611.019917264792
dijkstras,2.859699998225551,51.37402978008638
aStar,2.222099999926286,51.37402978008638
bidirectional,0.11620000077527948,51.37402978008638
greedy,1.7019999977492262,51.37402978008638
bfs,2.6722000002337154,334.76437265985106
dfs,1.2876000000687782,6439.431678473975
dijkstras,94.76619999986724,314.9399752108683
aStar,125.5689000026905,314.9399752108683
bidirectional,24.681599999894388,352.6130132708888
greedy,1.4130999988992698,331.0955064424079
bfs,1.5872000003582798,253.66902186191405
dfs,1.4822000011918135,8799.989690808081
dijkstras,56.3862999988487,238.17106792051825
aStar,46.84790000101202,238.17106792051825
bidirectional,12.931500001286622,258.5660064959817
greedy,67.70440000036615,-1
bfs,1.5779999994265381,242.42021852166175
dfs,0.10589999874355271,1778.7660719013872
dijkstras,55.70900000020629,231.61447720190858
aStar,12.333700000453973,231.61447720190858
bidirectional,9.213199999067001,263.67466727484305
greedy,55.07779999970808,-1
bfs,1.3657999988936353,278.8554260462857
dfs,0.7170999997470062,9843.636489726168
dijkstras,41.9049999982235,264.5475990547974
aStar,56.031600001006154,264.5475990547974
bidirectional,11.720599999534898,285.8229507130887
greedy,1.4314000000013039,289.00659852532397
bfs,0.6202000004122965,159.148532129648
dfs,0.2046999979938846,4738.0810240571755
dijkstras,30.230200001824414,158.37375863943356
aStar,10.233000000880565,158.37375863943356
bidirectional,2.686700001504505,162.6324120063116
greedy,82.1765000000596,-1
bfs,1.5836999991734046,267.1044969471142
dfs,0.3986999981862027,7030.661388228739
dijkstras,51.1170999998285,247.12959712503695
aStar,48.015500000474276,247.12959712503695
bidirectional,10.312700000213226,255.89540217936042
greedy,1.1427999997977167,279.72895980086133
bfs,0.0827999974717386,81.55514862371709
dfs,0.6837000000814442,11732.3034200016
dijkstras,6.914099998539314,78.3464077395135
aStar,1.1500999971758574,78.3464077395135
bidirectional,0.14540000120177865,81.5551486237171
greedy,0.24260000282083638,81.55514862371709
bfs,0.713100002030842,241.8490236085991
dfs,0.3814000010606833,7894.658517624585
dijkstras,44.16430000128457,224.01718752771401
aStar,26.306399999157293,224.01718752771401
bidirectional,5.142099998920457,246.10392644149786
greedy,0.9900999975798186,241.02256735406684
bfs,1.3185000025259797,290.1266973078894
dfs,0.9394000007887371,9628.311322598747
dijkstras,57.73150000095484,280.80554151321127
aStar,96.47629999744822,280.80554151321127
bidirectional,11.383299999579322,289.5157617556954
greedy,1.3891999988118187,301.7133122622998
bfs,0.21289999858709052,115.25353359935633
dfs,0.5329999985406175,10160.148919789797
dijkstras,13.854900000296766,112.3742777263023
aStar,9.635599999455735,112.3742777263023
bidirectional,0.68710000050487,118.36953654567414
greedy,0.46629999997094274,113.39291610019944
bfs,0.8459000018774532,239.80661835858558
dfs,0.2440999996906612,7015.006536750464
dijkstras,34.36320000037085,212.3859001713804
aStar,20.754900000611087,212.3859001713804
bidirectional,5.525399999896763,238.72352165137085
greedy,0.7508999988203868,218.26651409967366
bfs,1.7074000024877023,307.1520637981798
dfs,0.04270000135875307,1208.7752388438082
dijkstras,53.12620000040624,286.1295950447513
aStar,58.918199996696785,286.1295950447513
bidirectional,11.887399999977788,306.6665939097417
greedy,0.8315999984915834,296.70041238898824
bfs,1.5214000013656914,347.7434177509435
dfs,0.06540000322274864,1708.7324222153463
dijkstras,27.645900001516566,312.9719560768258
aStar,26.996900007361546,312.9719560768258
bidirectional,9.510899995802902,337.33105959097304
greedy,32.1342000097502,-1
bfs,0.5356999899959192,227.9750101369658
dfs,1.1113999935332686,11842.69544519036
dijkstras,17.392399997333996,216.59316025790287
aStar,11.539099999936298,216.59316025790287
bidirectional,4.830999998375773,229.0012099539048
greedy,0.5991999933030456,220.30288606670166
bfs,0.6471000087913126,239.93767694177234
dfs,0.6009000062476844,12072.129684345147
dijkstras,26.371400002972223,227.08473345076658
aStar,59.63429999246728,227.08473345076658
bidirectional,3.7325000012060627,234.08544671155397
greedy,39.106800002628006,-1
bfs,0.24449999909847975,179.49460734898474
dfs,0.20059999951627105,6734.0643535386935
dijkstras,17.587000009370968,169.4622936695706
aStar,8.863199996994808,169.4622936695706
bidirectional,1.9395999988773838,176.02508268495924
greedy,0.45360000513028353,179.49460734898474
bfs,0.1829000102588907,118.09373545423841
dfs,0.014299992471933365,420.2271807530588
dijkstras,12.289899997995235,116.05983965454982
aStar,2.924100001109764,116.05983965454982
bidirectional,0.43929999810643494,125.5198854354824
greedy,0.29149999318178743,116.96856196743074
bfs,0.08490000618621707,76.54745301989354
dfs,0.6944000051589683,9355.435745631077
dijkstras,3.1039999885251746,70.31800854524609
aStar,1.582500000949949,70.31800854524609
bidirectional,0.1942000089911744,73.11732354758513
greedy,0.40129999979399145,83.49953994731302
bfs,0.42860000394284725,192.83919673126417
dfs,0.3527000080794096,10392.733087216415
dijkstras,23.264899995410815,164.78140960412645
aStar,13.733500003581867,164.78140960412645
bidirectional,2.254000006360002,195.50462210580076
greedy,0.41930000588763505,175.26480395704266
bfs,0.07019999611657113,66.65300484361099
dfs,0.4524999967543408,9357.441259261263
dijkstras,4.324000008637086,64.56692771793146
aStar,1.8233000009786338,64.56692771793146
bidirectional,0.08260000322479755,65.33267330068348
greedy,0.215600011870265,66.65300484361099
bfs,1.0859000030905008,336.4961583064508
dfs,0.5916000081924722,9461.598331791874
dijkstras,34.113899993826635,308.68634420762555
aStar,59.69919999188278,308.68634420762555
bidirectional,14.05220000015106,342.42284222569776
greedy,0.8517999958712608,337.020892174891
bfs,0.01990000600926578,36.367649676174864
dfs,0.6227999983821064,10169.068278241848
dijkstras,1.132400007918477,36.367649676174864
aStar,1.2559000024339184,36.367649676174864
bidirectional,0.03959999594371766,36.367649676174864
greedy,0.1598999951966107,36.367649676174864
bfs,0.7378000009339303,266.41167006341135
dfs,0.2356000040890649,7379.037915039438
dijkstras,33.9040999970166,235.3813264357206
aStar,20.919400005368516,235.3813264357206
bidirectional,9.195499995257705,277.2368289041291
greedy,1.016400012304075,255.4045033440822
bfs,0.8106000022962689,308.5199919178513
dfs,0.565100010135211,11839.34180326469
dijkstras,45.92499999853317,290.90842907340505
aStar,32.506300005479716,290.90842907340505
bidirectional,10.589099998469464,309.8865484241542
greedy,0.9093000116990879,331.57731523616195
bfs,0.12909999350085855,76.26165032114083
dfs,0.4307999915909022,11062.175431847296
dijkstras,4.415100003825501,76.26165032114083
aStar,2.6209999923594296,76.26165032114083
bidirectional,0.1973000034922734,77.10757756390421
greedy,0.2575999969849363,82.73582728922281
bfs,0.7506999972974882,181.72226303083468
dfs,0.06520000169984996,581.2219898355961
dijkstras,12.778999996953644,169.36992918594413
aStar,17.510799996671267,169.36992918594413
bidirectional,2.4837999953888357,193.48412213644514
greedy,0.8111999923130497,174.50225960545308
bfs,0.26590000197757035,145.88023137920933
dfs,0.5174999969312921,8874.140546487932
dijkstras,8.106099994620308,121.92042141636747
aStar,4.1194000077666715,121.92042141636747
bidirectional,0.7235000084619969,136.23450464099884
greedy,0.3201999934390187,126.43070706529923
bfs,0.28530000417958945,175.19814528110874
dfs,0.38109999150037766,10817.559121636617
dijkstras,14.097800012677908,154.0154450507282
aStar,7.126199998310767,154.0154450507282
bidirectional,1.6684000001987442,163.77679101032035
greedy,0.4121000092709437,178.74105357555987
bfs,0.5667000077664852,295.1843391666633
dfs,0.5079999973531812,12258.707895728632
dijkstras,26.451300000189804,290.9082842270597
aStar,26.617700001224875,290.9082842270597
bidirectional,3.140100001473911,295.91978954044856
greedy,0.635899996268563,301.7102912252947
bfs,0.3428000054555014,184.59783066082582
dfs,0.6158999894978479,11675.21461330342
dijkstras,20.228499997756444,170.50961134662768
aStar,8.110300012049265,170.50961134662768
bidirectional,1.8607999954838306,181.09144083360405
greedy,0.44350000098347664,187.65812260625805
bfs,0.3206000110367313,186.3124140630443
dfs,0.05629999213851988,2197.1824367430304
dijkstras,12.68020000134129,170.61483482820353
aStar,5.488599999807775,170.61483482820353
bidirectional,1.8055999971693382,175.9010647777933
greedy,0.41370000690221786,174.505780300642
bfs,0.6932999967830256,319.4563984143485
dfs,0.024900000425986946,1065.3987376279288
dijkstras,32.57799999846611,291.9839255198796
aStar,32.4557999992976,291.9839255198796
bidirectional,10.400999992270954,314.3400577975213
greedy,0.7498999912058935,332.7914610872797
bfs,0.5052000051364303,199.98404974368572
dfs,0.192299994523637,5725.158718574904
dijkstras,19.911600000341423,199.39225579612025
aStar,10.030799996457063,199.39225579612025
bidirectional,2.233799998066388,209.36261009180453
greedy,0.38219999987632036,209.72203959404743
bfs,0.720500000170432,359.770836713628
dfs,0.24590000975877047,6923.3097091322
dijkstras,35.640200003399514,338.2011332694828
aStar,109.08360000757966,338.2011332694828
bidirectional,16.449800008558668,360.0516094299841
greedy,1.575100002810359,391.2140151180988
bfs,1.1749999976018444,396.7437762134278
dfs,0.4174000059720129,8721.902029290832
dijkstras,45.867000008001924,357.1934121327407
aStar,73.00530000065919,357.1934121327407
bidirectional,13.411000007181428,400.22878035312254
greedy,42.222800009767525,-1
bfs,0.552199999219738,215.34175682502183
dfs,0.2649999951245263,6644.044988703466
dijkstras,25.40969999972731,207.69402456916922
aStar,16.37240000127349,207.69402456916922
bidirectional,3.311799999210052,214.17610818369198
greedy,0.6117999873822555,228.88864064400707
bfs,0.20519999088719487,187.11723619602645
dfs,0.30390000029001385,8881.954948858178
dijkstras,11.900500001502223,163.16253509618784
aStar,5.125700001372024,163.16253509618784
bidirectional,2.4723999958951026,192.51044520272606
greedy,34.68759999668691,-1
bfs,0.05560000136028975,55.984914756776284
dfs,0.2195999986724928,5306.4882413362675
dijkstras,2.1540000016102567,55.98437404016666
aStar,1.199799997266382,55.98437404016666
bidirectional,0.07530000584665686,68.13406294847663
greedy,0.24009999469853938,61.81256031501155
bfs,0.8459000091534108,432.5484114875933
dfs,1.0994000040227547,11092.477689183987
dijkstras,35.66389999468811,400.0116287456684
aStar,97.79440000420436,400.0116287456684
bidirectional,21.67390000249725,438.59532302135034
greedy,1.2014999956591055,431.31521454716733
bfs,0.1635000080568716,136.97114480269207
dfs,0.06400000711437315,2216.8887508912107
dijkstras,9.940999996615574,121.6021213801745
aStar,3.8369999965652823,121.6021213801745
bidirectional,0.5935999943176284,136.97114480269204
greedy,0.32419999479316175,137.0668166383797
bfs,0.00859999272506684,36.428456825356726
dfs,0.010100004146806896,264.16477730753525
dijkstras,0.21970001398585737,36.428456825356726
aStar,0.25960001221392304,36.428456825356726
bidirectional,0.013600001693703234,36.428456825356726
greedy,0.07619999814778566,36.428456825356726
bfs,0.6278999935602769,216.08469450048187
dfs,0.295300007564947,7712.115895469725
dijkstras,26.273200011928566,194.58178736336907
aStar,13.510400007362477,194.58178736336907
bidirectional,2.5406999920960516,213.14620627804786
greedy,0.6867999909445643,216.6363458243253
bfs,0.5700000037904829,276.98927164688234
dfs,0.12190001143608242,3495.6862360093696
dijkstras,30.16909999132622,260.6381428324944
aStar,53.266000002622604,260.6381428324944
bidirectional,7.903300007455982,272.0224497426626
greedy,0.6201999931363389,273.96330769340574
bfs,0.8911000040825456,396.44422219482124
dfs,0.7075000030454248,7279.374979904194
dijkstras,46.95530000026338,375.8295953233479
aStar,133.85009999910835,375.8295953233479
bidirectional,20.348799997009337,404.97219199725754
greedy,1.3393999979598448,414.13275046841574
bfs,0.946300002397038,228.39294096618568
dfs,0.6519000016851351,11061.566099638863
dijkstras,41.67609999421984,213.47797828412286
aStar,10.174700000789016,213.47797828412286
bidirectional,6.848099990747869,227.8123175479322
greedy,47.16719999851193,-1
bfs,0.47199999971780926,174.19348587155721
dfs,0.1247000036528334,2556.9138104104013
dijkstras,17.569899995578453,159.3335843044288
aStar,6.403499995940365,159.3335843044288
bidirectional,1.3395999994827434,164.66288346464165
greedy,23.534099993412383,-1
bfs,0.7113000028766692,210.44495209857783
